Tag Name,Type,Description,PLC Address
"PLC_DI_Discr.Data_33","string","DI34 System Stop PB",""
"PLC_DI_Discr.Data_34","string","DI35 System Reset PB",""
"PLC_DI_Discr.Data_35","string","DI36 Safety Reset PB",""
"PLC_DI_Discr.Data_36","string","DI37 Spare DI",""
"PLC_DI_Discr.Data_37","string","DI38 Spare DI",""
"PLC_DI_Discr.Data_38","string","DI39 Spare DI",""
"PLC_DI_Discr.Data_39","string","DI40 Chopper Air Pressure Switch",""
"PLC_DI_Discr.Data_40","string","DI41 System Start PB",""
"PLC_DI_Discr.Data_41","string","DI42 System Stop PB",""
"PLC_DI_Discr.Data_42","string","DI43 System Reset PB",""
"PLC_DI_Discr.Data_43","string","DI44 Safety Reset PB",""
"PLC_DI_Discr.Data_44","string","DI45 Spare DI",""
"PLC_DI_Discr.Data_45","string","DI46 Spare DI",""
"PLC_DI_Discr.Data_46","string","DI47 Spare DI",""
"PLC_DI_Discr.Data_47","string","DI48 Chopper Air Pressure Switch",""
"PLC_DI_No.Data_00","int","1",""
"PLC_DI_No.Data_01","int","2",""
"PLC_DI_No.Data_02","int","3",""
"PLC_DI_No.Data_03","int","4",""
"PLC_DI_No.Data_04","int","5",""
"PLC_DI_No.Data_05","int","6",""
"PLC_DI_No.Data_06","int","7",""
"PLC_DI_No.Data_07","int","8",""
"PLC_DI_No.Data_08","int","9",""
"PLC_DI_No.Data_09","int","10",""
"PLC_DI_No.Data_10","int","11",""
"PLC_DI_No.Data_11","int","12",""
"PLC_DI_No.Data_12","int","13",""
"PLC_DI_No.Data_13","int","14",""
"PLC_DI_No.Data_14","int","15",""
"PLC_DI_No.Data_15","int","16",""
"PLC_DI_No.Data_16","int","17",""
"PLC_DI_No.Data_17","int","18",""
"PLC_DI_No.Data_18","int","19",""
"PLC_DI_No.Data_19","int","20",""
"PLC_DI_No.Data_20","int","21",""
"PLC_DI_No.Data_21","int","22",""
"PLC_DI_No.Data_22","int","23",""
"PLC_DI_No.Data_23","int","24",""
"PLC_DI_No.Data_24","int","25",""
"PLC_DI_No.Data_25","int","26",""
"PLC_DI_No.Data_26","int","27",""
"PLC_DI_No.Data_27","int","28",""
"PLC_DI_No.Data_28","int","29",""
"PLC_DI_No.Data_29","int","30",""
"PLC_DI_No.Data_30","int","31",""
"PLC_DI_No.Data_31","int","32",""
"PLC_DI_No.Data_32","int","33",""
"PLC_DI_No.Data_33","int","34",""
"PLC_DI_No.Data_34","int","35",""
"PLC_DI_No.Data_35","int","36",""
"PLC_DI_No.Data_36","int","37",""
"PLC_DI_No.Data_37","int","38",""
"PLC_DI_No.Data_38","int","39",""
"PLC_DI_No.Data_39","int","40",""
"PLC_DI_No.Data_40","int","41",""
"PLC_DI_No.Data_41","int","42",""
"PLC_DI_No.Data_42","int","43",""
"PLC_DI_No.Data_43","int","44",""
"PLC_DI_No.Data_44","int","45",""
"PLC_DI_No.Data_45","int","46",""
"PLC_DI_No.Data_46","int","47",""
"PLC_DI_No.Data_47","int","48",""
"PLC_DI_Tags.Data_00","bool","DI01 value",""
"PLC_DI_Tags.Data_01","bool","DI02 value",""
"PLC_DI_Tags.Data_02","bool","DI03 value",""
"PLC_DI_Tags.Data_03","bool","DI04 value",""
"PLC_DI_Tags.Data_04","bool","DI05 value",""
"PLC_DI_Tags.Data_05","bool","DI06 value",""
"PLC_DI_Tags.Data_06","bool","DI07 value",""
"PLC_DI_Tags.Data_07","bool","DI08 value",""
"PLC_DI_Tags.Data_08","bool","DI09 value",""
"PLC_DI_Tags.Data_09","bool","DI10 value",""
"PLC_DI_Tags.Data_10","bool","DI11 value",""
"PLC_DI_Tags.Data_11","bool","DI12 value",""
"PLC_DI_Tags.Data_12","bool","DI13 value",""
"PLC_DI_Tags.Data_13","bool","DI14 value",""
"PLC_DI_Tags.Data_14","bool","DI15 value",""
"PLC_DI_Tags.Data_15","bool","DI16 value",""
"PLC_DI_Tags.Data_16","bool","DI17 value",""
"PLC_DI_Tags.Data_17","bool","DI18 value",""
"PLC_DI_Tags.Data_18","bool","DI19 value",""
"PLC_DI_Tags.Data_19","bool","DI20 value",""
"PLC_DI_Tags.Data_20","bool","DI21 value",""
"PLC_DI_Tags.Data_21","bool","DI22 value",""
"PLC_DI_Tags.Data_22","bool","DI23 value",""
"PLC_DI_Tags.Data_23","bool","DI24 value",""
"PLC_DI_Tags.Data_24","bool","DI25 value",""
"PLC_DI_Tags.Data_25","bool","DI26 value",""
"PLC_DI_Tags.Data_26","bool","DI27 value",""
"PLC_DI_Tags.Data_27","bool","DI28 value",""
"PLC_DI_Tags.Data_28","bool","DI29 value",""
"PLC_DI_Tags.Data_29","bool","DI30 value",""
"PLC_DI_Tags.Data_30","bool","DI31 value",""
"PLC_DI_Tags.Data_31","bool","DI32 value",""
"PLC_DI_Tags.Data_32","bool","DI33 value",""
"PLC_DI_Tags.Data_33","bool","DI34 value",""
"PLC_DI_Tags.Data_34","bool","DI35 value",""
"PLC_DI_Tags.Data_35","bool","DI36 value",""
"PLC_DI_Tags.Data_36","bool","DI37 value",""
"PLC_DI_Tags.Data_37","bool","DI38 value",""
"PLC_DI_Tags.Data_38","bool","DI39 value",""
"PLC_DI_Tags.Data_39","bool","DI40 value",""
"PLC_DI_Tags.Data_40","bool","DI41 value",""
"PLC_DI_Tags.Data_41","bool","DI42 value",""
"PLC_DI_Tags.Data_42","bool","DI43 value",""
"PLC_DI_Tags.Data_43","bool","DI44 value",""
"PLC_DI_Tags.Data_44","bool","DI45 value",""
"PLC_DI_Tags.Data_45","bool","DI46 value",""
"PLC_DI_Tags.Data_46","bool","DI47 value",""
"PLC_DI_Tags.Data_47","bool","DI48 value",""
"PLC_DO_Discr.List_01","string","PLC DO list 01 title",""
"PLC_DO_Discr.List_02","string","PLC DO list 02 title",""
"PLC_DO_Discr.List_03","string","PLC DO list 03 title",""
"PLC_DO_Discr.List_04","string","PLC DO list 04 title",""
"PLC_DO_Discr.List_05","string","PLC DO list 05 title",""
"PLC_DO_Discr.List_06","string","PLC DO list 06 title",""
"PLC_DO_Discr.Data_00","string","DO01 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_01","string","DO02 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_02","string","DO03 Horn @ Main Panel",""
"PLC_DO_Discr.Data_03","string","DO04 Stack Light Green",""
"PLC_DO_Discr.Data_04","string","DO05 Stack Light Amber",""
"PLC_DO_Discr.Data_05","string","DO06 Stack Light Red",""
"PLC_DO_Discr.Data_06","string","DO07 Conveyor Forward",""
"PLC_DO_Discr.Data_07","string","DO08 Conveyor Reverse",""
"PLC_DO_Discr.Data_08","string","DO09 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_09","string","DO10 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_10","string","DO11 Horn @ Main Panel",""
"PLC_DO_Discr.Data_11","string","DO12 Stack Light Green",""
"PLC_DO_Discr.Data_12","string","DO13 Stack Light Amber",""
"PLC_DO_Discr.Data_13","string","DO14 Stack Light Red",""
"PLC_DO_Discr.Data_14","string","DO15 Conveyor Forward",""
"PLC_DO_Discr.Data_15","string","DO16 Conveyor Reverse",""
"PLC_DO_Discr.Data_16","string","DO17 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_17","string","DO18 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_18","string","DO19 Horn @ Main Panel",""
"PLC_DO_Discr.Data_19","string","DO20 Stack Light Green",""
"PLC_DO_Discr.Data_20","string","DO21 Stack Light Amber",""
"PLC_DO_Discr.Data_21","string","DO22 Stack Light Red",""
"PLC_DO_Discr.Data_22","string","DO23 Conveyor Forward",""
"PLC_DO_Discr.Data_23","string","DO24 Conveyor Reverse",""
"PLC_DO_Discr.Data_24","string","DO25 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_25","string","DO26 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_26","string","DO27 Horn @ Main Panel",""
"PLC_DO_Discr.Data_27","string","DO28 Stack Light Green",""
"PLC_DO_Discr.Data_28","string","DO29 Stack Light Amber",""
"PLC_DO_Discr.Data_29","string","DO30 Stack Light Red",""
"PLC_DO_Discr.Data_30","string","DO31 Conveyor Forward",""
"PLC_DO_Discr.Data_31","string","DO32 Conveyor Reverse",""
"PLC_DO_Discr.Data_32","string","DO33 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_33","string","DO34 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_34","string","DO35 Horn @ Main Panel",""
"PLC_DO_Discr.Data_35","string","DO36 Stack Light Green",""
"PLC_DO_Discr.Data_36","string","DO37 Stack Light Amber",""
"PLC_DO_Discr.Data_37","string","DO38 Stack Light Red",""
"PLC_DO_Discr.Data_38","string","DO39 Conveyor Forward",""
"PLC_DO_Discr.Data_39","string","DO40 Conveyor Reverse",""
"PLC_DO_Discr.Data_40","string","DO41 Run Lamp @ Main Panel",""
"PLC_DO_Discr.Data_41","string","DO42 Fault Lamp @ Main Panel",""
"PLC_DO_Discr.Data_42","string","DO43 Horn @ Main Panel",""
"PLC_DO_Discr.Data_43","string","DO44 Stack Light Green",""
"PLC_DO_Discr.Data_44","string","DO45 Stack Light Amber",""
"PLC_DO_Discr.Data_45","string","DO46 Stack Light Red",""
"PLC_DO_Discr.Data_46","string","DO47 Conveyor Forward",""
"PLC_DO_Discr.Data_47","string","DO48 Conveyor Reverse",""
"PLC_DO_No.Data_00","int","1",""
"PLC_DO_No.Data_01","int","2",""
"PLC_DO_No.Data_02","int","3",""
"PLC_DO_No.Data_03","int","4",""
"PLC_DO_No.Data_04","int","5",""
"PLC_DO_No.Data_05","int","6",""
"PLC_DO_No.Data_06","int","7",""
"PLC_DO_No.Data_07","int","8",""
"PLC_DO_No.Data_08","int","9",""
"PLC_DO_No.Data_09","int","10",""
"PLC_DO_No.Data_10","int","11",""
"PLC_DO_No.Data_11","int","12",""
"PLC_DO_No.Data_12","int","13",""
"PLC_DO_No.Data_13","int","14",""
"PLC_DO_No.Data_14","int","15",""
"PLC_DO_No.Data_15","int","16",""
"PLC_DO_No.Data_16","int","17",""
"PLC_DO_No.Data_17","int","18",""
"PLC_DO_No.Data_18","int","19",""
"PLC_DO_No.Data_19","int","20",""
"PLC_DO_No.Data_20","int","21",""
"PLC_DO_No.Data_21","int","22",""
"PLC_DO_No.Data_22","int","23",""
"PLC_DO_No.Data_23","int","24",""
"PLC_DO_No.Data_24","int","25",""
"PLC_DO_No.Data_25","int","26",""
"PLC_DO_No.Data_26","int","27",""
"PLC_DO_No.Data_27","int","28",""
"PLC_DO_No.Data_28","int","29",""
"PLC_DO_No.Data_29","int","30",""
"PLC_DO_No.Data_30","int","31",""
"PLC_DO_No.Data_31","int","32",""
"PLC_DO_No.Data_32","int","33",""
"PLC_DO_No.Data_33","int","34",""
"PLC_DO_No.Data_34","int","35",""
"PLC_DO_No.Data_35","int","36",""
"PLC_DO_No.Data_36","int","37",""
"PLC_DO_No.Data_37","int","38",""
"PLC_DO_No.Data_38","int","39",""
"PLC_DO_No.Data_39","int","40",""
"PLC_DO_No.Data_40","int","41",""
"PLC_DO_No.Data_41","int","42",""
"PLC_DO_No.Data_42","int","43",""
"PLC_DO_No.Data_43","int","44",""
"PLC_DO_No.Data_44","int","45",""
"PLC_DO_No.Data_45","int","46",""
"PLC_DO_No.Data_46","int","47",""
"PLC_DO_No.Data_47","int","48",""
"PLC_DO_Tags.Data_00","bool","DO01 value",""
"PLC_DO_Tags.Data_01","bool","DO02 value",""
"PLC_DO_Tags.Data_02","bool","DO03 value",""
"PLC_DO_Tags.Data_03","bool","DO04 value",""
"PLC_DO_Tags.Data_04","bool","DO05 value",""
"PLC_DO_Tags.Data_05","bool","DO06 value",""
"PLC_DO_Tags.Data_06","bool","DO07 value",""
"PLC_DO_Tags.Data_07","bool","DO08 value",""
"PLC_DO_Tags.Data_08","bool","DO09 value",""
"PLC_DO_Tags.Data_09","bool","DO10 value",""
"PLC_DO_Tags.Data_10","bool","DO11 value",""
"PLC_DO_Tags.Data_11","bool","DO12 value",""
"PLC_DO_Tags.Data_12","bool","DO13 value",""
"PLC_DO_Tags.Data_13","bool","DO14 value",""
"PLC_DO_Tags.Data_14","bool","DO15 value",""
"PLC_DO_Tags.Data_15","bool","DO16 value",""
"PLC_DO_Tags.Data_16","bool","DO17 value",""
"PLC_DO_Tags.Data_17","bool","DO18 value",""
"PLC_DO_Tags.Data_18","bool","DO19 value",""
"PLC_DO_Tags.Data_19","bool","DO20 value",""
"PLC_DO_Tags.Data_20","bool","DO21 value",""
"PLC_DO_Tags.Data_21","bool","DO22 value",""
"PLC_DO_Tags.Data_22","bool","DO23 value",""
"PLC_DO_Tags.Data_23","bool","DO24 value",""
"PLC_DO_Tags.Data_24","bool","DO25 value",""
"PLC_DO_Tags.Data_25","bool","DO26 value",""
"PLC_DO_Tags.Data_26","bool","DO27 value",""
"PLC_DO_Tags.Data_27","bool","DO28 value",""
"PLC_DO_Tags.Data_28","bool","DO29 value",""
"PLC_DO_Tags.Data_29","bool","DO30 value",""
"PLC_DO_Tags.Data_30","bool","DO31 value",""
"PLC_DO_Tags.Data_31","bool","DO32 value",""
"PLC_DO_Tags.Data_32","bool","DO33 value",""
"PLC_DO_Tags.Data_33","bool","DO34 value",""
"PLC_DO_Tags.Data_34","bool","DO35 value",""
"PLC_DO_Tags.Data_35","bool","DO36 value",""
"PLC_DO_Tags.Data_36","bool","DO37 value",""
"PLC_DO_Tags.Data_37","bool","DO38 value",""
"PLC_DO_Tags.Data_38","bool","DO39 value",""
"PLC_DO_Tags.Data_39","bool","DO40 value",""
"PLC_DO_Tags.Data_40","bool","DO41 value",""
"PLC_DO_Tags.Data_41","bool","DO42 value",""
"PLC_DO_Tags.Data_42","bool","DO43 value",""
"PLC_DO_Tags.Data_43","bool","DO44 value",""
"PLC_DO_Tags.Data_44","bool","DO45 value",""
"PLC_DO_Tags.Data_45","bool","DO46 value",""
"PLC_DO_Tags.Data_46","bool","DO47 value",""
"PLC_DO_Tags.Data_47","bool","DO48 value",""
"Safety_DI_Discr.Safety_List_01","string","Safety DI list 01 title",""
"Safety_DI_Discr.Safety_List_02","string","Safety DI list 02 title",""
"Safety_DI_Discr.Safety_List_03","string","Safety DI list 03 title",""
"Safety_DI_Discr.Safety_List_04","string","Safety DI list 04 title",""
"Safety_DI_Discr.Data_00","string","SDI01 E-Stop Channel 1",""
"Safety_DI_Discr.Data_01","string","SDI02 E-Stop Channel 2",""
"Safety_DI_Discr.Data_02","string","SDI03 Safety Door 1",""
"Safety_DI_Discr.Data_03","string","SDI04 Safety Door 2",""
"Safety_DI_Discr.Data_04","string","SDI05 Light Curtain",""
"Safety_DI_Discr.Data_05","string","SDI06 Spare Safety DI",""
"Safety_DI_Discr.Data_06","string","SDI07 Spare Safety DI",""
"Safety_DI_Discr.Data_07","string","SDI08 Reset PB",""
"Safety_DI_Discr.Data_08","string","SDI09 E-Stop Channel 1",""
"Safety_DI_Discr.Data_09","string","SDI10 E-Stop Channel 2",""
"Safety_DI_Discr.Data_10","string","SDI11 Safety Door 1",""
"Safety_DI_Discr.Data_11","string","SDI12 Safety Door 2",""
"Safety_DI_Discr.Data_12","string","SDI13 Light Curtain",""
"Safety_DI_Discr.Data_13","string","SDI14 Spare Safety DI",""
"Safety_DI_Discr.Data_14","string","SDI15 Spare Safety DI",""
"Safety_DI_Discr.Data_15","string","SDI16 Reset PB",""
"Safety_DI_Discr.Data_16","string","SDI17 E-Stop Channel 1",""
"Safety_DI_Discr.Data_17","string","SDI18 E-Stop Channel 2",""
"Safety_DI_Discr.Data_18","string","SDI19 Safety Door 1",""
"Safety_DI_Discr.Data_19","string","SDI20 Safety Door 2",""
"Safety_DI_Discr.Data_20","string","SDI21 Light Curtain",""
"Safety_DI_Discr.Data_21","string","SDI22 Spare Safety DI",""
"Safety_DI_Discr.Data_22","string","SDI23 Spare Safety DI",""
"Safety_DI_Discr.Data_23","string","SDI24 Reset PB",""
"Safety_DI_Discr.Data_24","string","SDI25 E-Stop Channel 1",""
"Safety_DI_Discr.Data_25","string","SDI26 E-Stop Channel 2",""
"Safety_DI_Discr.Data_26","string","SDI27 Safety Door 1",""
"Safety_DI_Discr.Data_27","string","SDI28 Safety Door 2",""
"Safety_DI_Discr.Data_28","string","SDI29 Light Curtain",""
"Safety_DI_Discr.Data_29","string","SDI30 Spare Safety DI",""
"Safety_DI_Discr.Data_30","string","SDI31 Spare Safety DI",""
"Safety_DI_Discr.Data_31","string","SDI32 Reset PB",""
"Safety_DI_No.Data_00","int","1",""
"Safety_DI_No.Data_01","int","2",""
"Safety_DI_No.Data_02","int","3",""
"Safety_DI_No.Data_03","int","4",""
"Safety_DI_No.Data_04","int","5",""
"Safety_DI_No.Data_05","int","6",""
"Safety_DI_No.Data_06","int","7",""
"Safety_DI_No.Data_07","int","8",""
"Safety_DI_No.Data_08","int","9",""
"Safety_DI_No.Data_09","int","10",""
"Safety_DI_No.Data_10","int","11",""
"Safety_DI_No.Data_11","int","12",""
"Safety_DI_No.Data_12","int","13",""
"Safety_DI_No.Data_13","int","14",""
"Safety_DI_No.Data_14","int","15",""
"Safety_DI_No.Data_15","int","16",""
"Safety_DI_No.Data_16","int","17",""
"Safety_DI_No.Data_17","int","18",""
"Safety_DI_No.Data_18","int","19",""
"Safety_DI_No.Data_19","int","20",""
"Safety_DI_No.Data_20","int","21",""
"Safety_DI_No.Data_21","int","22",""
"Safety_DI_No.Data_22","int","23",""
"Safety_DI_No.Data_23","int","24",""
"Safety_DI_No.Data_24","int","25",""
"Safety_DI_No.Data_25","int","26",""
"Safety_DI_No.Data_26","int","27",""
"Safety_DI_No.Data_27","int","28",""
"Safety_DI_No.Data_28","int","29",""
"Safety_DI_No.Data_29","int","30",""
"Safety_DI_No.Data_30","int","31",""
"Safety_DI_No.Data_31","int","32",""
"Safety_DI_Tags.Data_00","bool","SDI01 value",""
"Safety_DI_Tags.Data_01","bool","SDI02 value",""
"Safety_DI_Tags.Data_02","bool","SDI03 value",""
"Safety_DI_Tags.Data_03","bool","SDI04 value",""
"Safety_DI_Tags.Data_04","bool","SDI05 value",""
"Safety_DI_Tags.Data_05","bool","SDI06 value",""
"Safety_DI_Tags.Data_06","bool","SDI07 value",""
"Safety_DI_Tags.Data_07","bool","SDI08 value",""
"Safety_DI_Tags.Data_08","bool","SDI09 value",""
"Safety_DI_Tags.Data_09","bool","SDI10 value",""
"Safety_DI_Tags.Data_10","bool","SDI11 value",""
"Safety_DI_Tags.Data_11","bool","SDI12 value",""
"Safety_DI_Tags.Data_12","bool","SDI13 value",""
"Safety_DI_Tags.Data_13","bool","SDI14 value",""
"Safety_DI_Tags.Data_14","bool","SDI15 value",""
"Safety_DI_Tags.Data_15","bool","SDI16 value",""
"Safety_DI_Tags.Data_16","bool","SDI17 value",""
"Safety_DI_Tags.Data_17","bool","SDI18 value",""
"Safety_DI_Tags.Data_18","bool","SDI19 value",""
"Safety_DI_Tags.Data_19","bool","SDI20 value",""
"Safety_DI_Tags.Data_20","bool","SDI21 value",""
"Safety_DI_Tags.Data_21","bool","SDI22 value",""
"Safety_DI_Tags.Data_22","bool","SDI23 value",""
"Safety_DI_Tags.Data_23","bool","SDI24 value",""
"Safety_DI_Tags.Data_24","bool","SDI25 value",""
"Safety_DI_Tags.Data_25","bool","SDI26 value",""
"Safety_DI_Tags.Data_26","bool","SDI27 value",""
"Safety_DI_Tags.Data_27","bool","SDI28 value",""
"Safety_DI_Tags.Data_28","bool","SDI29 value",""
"Safety_DI_Tags.Data_29","bool","SDI30 value",""
"Safety_DI_Tags.Data_30","bool","SDI31 value",""
"Safety_DI_Tags.Data_31","bool","SDI32 value",""
"Safety_DO_Discr.Safety_List_01","string","Safety DO list 01 title",""
"Safety_DO_Discr.Safety_List_02","string","Safety DO list 02 title",""
"Safety_DO_Discr.Safety_List_03","string","Safety DO list 03 title",""
"Safety_DO_Discr.Data_00","string","SDO01 Safety Relay K1",""
"Safety_DO_Discr.Data_01","string","SDO02 Safety Relay K2",""
"Safety_DO_Discr.Data_02","string","SDO03 Door Lock 1",""
"Safety_DO_Discr.Data_03","string","SDO04 Door Lock 2",""
"Safety_DO_Discr.Data_04","string","SDO05 Stack Light Red",""
"Safety_DO_Discr.Data_05","string","SDO06 Spare Safety DO",""
"Safety_DO_Discr.Data_06","string","SDO07 Spare Safety DO",""
"Safety_DO_Discr.Data_07","string","SDO08 Spare Safety DO",""
"Safety_DO_Discr.Data_08","string","SDO09 Safety Relay K1",""
"Safety_DO_Discr.Data_09","string","SDO10 Safety Relay K2",""
"Safety_DO_Discr.Data_10","string","SDO11 Door Lock 1",""
"Safety_DO_Discr.Data_11","string","SDO12 Door Lock 2",""
"Safety_DO_Discr.Data_12","string","SDO13 Stack Light Red",""
"Safety_DO_Discr.Data_13","string","SDO14 Spare Safety DO",""
"Safety_DO_Discr.Data_14","string","SDO15 Spare Safety DO",""
"Safety_DO_Discr.Data_15","string","SDO16 Spare Safety DO",""
"Safety_DO_Discr.Data_16","string","SDO17 Safety Relay K1",""
"Safety_DO_Discr.Data_17","string","SDO18 Safety Relay K2",""
"Safety_DO_Discr.Data_18","string","SDO19 Door Lock 1",""
"Safety_DO_Discr.Data_19","string","SDO20 Door Lock 2",""
"Safety_DO_Discr.Data_20","string","SDO21 Stack Light Red",""
"Safety_DO_Discr.Data_21","string","SDO22 Spare Safety DO",""
"Safety_DO_Discr.Data_22","string","SDO23 Spare Safety DO",""
"Safety_DO_Discr.Data_23","string","SDO24 Spare Safety DO",""
"Safety_DO_No.Data_00","int","1",""
"Safety_DO_No.Data_01","int","2",""
"Safety_DO_No.Data_02","int","3",""
"Safety_DO_No.Data_03","int","4",""
"Safety_DO_No.Data_04","int","5",""
"Safety_DO_No.Data_05","int","6",""
"Safety_DO_No.Data_06","int","7",""
"Safety_DO_No.Data_07","int","8",""
"Safety_DO_No.Data_08","int","9",""
"Safety_DO_No.Data_09","int","10",""
"Safety_DO_No.Data_10","int","11",""
"Safety_DO_No.Data_11","int","12",""
"Safety_DO_No.Data_12","int","13",""
"Safety_DO_No.Data_13","int","14",""
"Safety_DO_No.Data_14","int","15",""
"Safety_DO_No.Data_15","int","16",""
"Safety_DO_No.Data_16","int","17",""
"Safety_DO_No.Data_17","int","18",""
"Safety_DO_No.Data_18","int","19",""
"Safety_DO_No.Data_19","int","20",""
"Safety_DO_No.Data_20","int","21",""
"Safety_DO_No.Data_21","int","22",""
"Safety_DO_No.Data_22","int","23",""
"Safety_DO_No.Data_23","int","24",""
"Safety_DO_Tags.Data_00","bool","SDO01 value",""
"Safety_DO_Tags.Data_01","bool","SDO02 value",""
"Safety_DO_Tags.Data_02","bool","SDO03 value",""
"Safety_DO_Tags.Data_03","bool","SDO04 value",""
"Safety_DO_Tags.Data_04","bool","SDO05 value",""
"Safety_DO_Tags.Data_05","bool","SDO06 value",""
"Safety_DO_Tags.Data_06","bool","SDO07 value",""
"Safety_DO_Tags.Data_07","bool","SDO08 value",""
"Safety_DO_Tags.Data_08","bool","SDO09 value",""
"Safety_DO_Tags.Data_09","bool","SDO10 value",""
"Safety_DO_Tags.Data_10","bool","SDO11 value",""
"Safety_DO_Tags.Data_11","bool","SDO12 value",""
"Safety_DO_Tags.Data_12","bool","SDO13 value",""
"Safety_DO_Tags.Data_13","bool","SDO14 value",""
"Safety_DO_Tags.Data_14","bool","SDO15 value",""
"Safety_DO_Tags.Data_15","bool","SDO16 value",""
"Safety_DO_Tags.Data_16","bool","SDO17 value",""
"Safety_DO_Tags.Data_17","bool","SDO18 value",""
"Safety_DO_Tags.Data_18","bool","SDO19 value",""
"Safety_DO_Tags.Data_19","bool","SDO20 value",""
"Safety_DO_Tags.Data_20","bool","SDO21 value",""
"Safety_DO_Tags.Data_21","bool","SDO22 value",""
"Safety_DO_Tags.Data_22","bool","SDO23 value",""
"Safety_DO_Tags.Data_23","bool","SDO24 value",""
